,blend_id,component_name,mass_fraction,component_type_title,component_param_title,component_param_value,oil_property_value,smiles
33,c090b033-87c0-4342-b737-fa7289b6f976,3a03d432-d849-417d-92e7-9a604187a096,67.0,5360a311-e081-4972-9215-26b5d9072f65,2ced8a31-bbd2-488a-9b02-21f6ceb2cf60,5.0,4.52,CCCC(C)CCC
34,c090b033-87c0-4342-b737-fa7289b6f976,c33ebc5c-0935-4c6b-a489-f1404f88be22,33.0,5360a311-e081-4972-9215-26b5d9072f65,f1acc67e-c976-4aea-83e4-2733b6a499a1,,4.52,CCC(C)CCCC
35,c090b033-87c0-4342-b737-fa7289b6f976,3a03d432-d849-417d-92e7-9a604187a096,67.0,5360a311-e081-4972-9215-26b5d9072f65,f1acc67e-c976-4aea-83e4-2733b6a499a1,,4.52,CCCC(C)CCC
36,c090b033-87c0-4342-b737-fa7289b6f976,3a03d432-d849-417d-92e7-9a604187a096,67.0,5360a311-e081-4972-9215-26b5d9072f65,2563ddf6-1609-498b-bd75-83ba1110fd38,20.0,4.52,CCCC(C)CCC
37,c090b033-87c0-4342-b737-fa7289b6f976,c33ebc5c-0935-4c6b-a489-f1404f88be22,33.0,5360a311-e081-4972-9215-26b5d9072f65,2563ddf6-1609-498b-bd75-83ba1110fd38,70.0,4.52,CCC(C)CCCC
38,c090b033-87c0-4342-b737-fa7289b6f976,3a03d432-d849-417d-92e7-9a604187a096,67.0,5360a311-e081-4972-9215-26b5d9072f65,cac10969-4d22-4a5c-a35e-ef55443e0952,,4.52,CCCC(C)CCC
39,c090b033-87c0-4342-b737-fa7289b6f976,c33ebc5c-0935-4c6b-a489-f1404f88be22,33.0,5360a311-e081-4972-9215-26b5d9072f65,cac10969-4d22-4a5c-a35e-ef55443e0952,,4.52,CCC(C)CCCC
40,c090b033-87c0-4342-b737-fa7289b6f976,c33ebc5c-0935-4c6b-a489-f1404f88be22,33.0,5360a311-e081-4972-9215-26b5d9072f65,2df252f2-969e-40e5-8a3b-77dacfcea2ed,112.5,4.52,CCC(C)CCCC
41,c090b033-87c0-4342-b737-fa7289b6f976,3a03d432-d849-417d-92e7-9a604187a096,67.0,5360a311-e081-4972-9215-26b5d9072f65,2df252f2-969e-40e5-8a3b-77dacfcea2ed,127.0,4.52,CCCC(C)CCC
42,c090b033-87c0-4342-b737-fa7289b6f976,c33ebc5c-0935-4c6b-a489-f1404f88be22,33.0,5360a311-e081-4972-9215-26b5d9072f65,317d031d-bd3d-4b5f-806a-646fbad7f1ee,485.0,4.52,CCC(C)CCCC
43,c090b033-87c0-4342-b737-fa7289b6f976,3a03d432-d849-417d-92e7-9a604187a096,67.0,5360a311-e081-4972-9215-26b5d9072f65,38e6c611-780b-4768-967a-522329ddff2a,,4.52,CCCC(C)CCC
44,c090b033-87c0-4342-b737-fa7289b6f976,3a03d432-d849-417d-92e7-9a604187a096,67.0,5360a311-e081-4972-9215-26b5d9072f65,f6a97d54-9e01-4d65-95e6-35f89e576be6,,4.52,CCCC(C)CCC
45,c090b033-87c0-4342-b737-fa7289b6f976,3a03d432-d849-417d-92e7-9a604187a096,67.0,5360a311-e081-4972-9215-26b5d9072f65,850b082b-d9df-4fa1-be5d-778b7512f099,,4.52,CCCC(C)CCC
46,c090b033-87c0-4342-b737-fa7289b6f976,c33ebc5c-0935-4c6b-a489-f1404f88be22,33.0,5360a311-e081-4972-9215-26b5d9072f65,850b082b-d9df-4fa1-be5d-778b7512f099,,4.52,CCC(C)CCCC
47,c090b033-87c0-4342-b737-fa7289b6f976,c33ebc5c-0935-4c6b-a489-f1404f88be22,33.0,5360a311-e081-4972-9215-26b5d9072f65,c6fd5468-c7e1-4252-b629-0c748ec8a4d4,0.0,4.52,CCC(C)CCCC
48,c090b033-87c0-4342-b737-fa7289b6f976,3a03d432-d849-417d-92e7-9a604187a096,67.0,5360a311-e081-4972-9215-26b5d9072f65,c6fd5468-c7e1-4252-b629-0c748ec8a4d4,0.0,4.52,CCCC(C)CCC
49,c090b033-87c0-4342-b737-fa7289b6f976,c33ebc5c-0935-4c6b-a489-f1404f88be22,33.0,5360a311-e081-4972-9215-26b5d9072f65,38e6c611-780b-4768-967a-522329ddff2a,,4.52,CCC(C)CCCC
50,c090b033-87c0-4342-b737-fa7289b6f976,c33ebc5c-0935-4c6b-a489-f1404f88be22,33.0,5360a311-e081-4972-9215-26b5d9072f65,9a0b87b0-ded9-49c8-bad4-476ce3ee8893,,4.52,CCC(C)CCCC
51,c090b033-87c0-4342-b737-fa7289b6f976,3a03d432-d849-417d-92e7-9a604187a096,67.0,5360a311-e081-4972-9215-26b5d9072f65,e01d985b-e223-424e-8303-e68387f14510,,4.52,CCCC(C)CCC
52,c090b033-87c0-4342-b737-fa7289b6f976,c33ebc5c-0935-4c6b-a489-f1404f88be22,33.0,5360a311-e081-4972-9215-26b5d9072f65,e01d985b-e223-424e-8303-e68387f14510,,4.52,CCC(C)CCCC
53,c090b033-87c0-4342-b737-fa7289b6f976,c33ebc5c-0935-4c6b-a489-f1404f88be22,33.0,5360a311-e081-4972-9215-26b5d9072f65,40aca8bb-da40-43ab-a111-e7fd17d8f56d,0.0,4.52,CCC(C)CCCC
54,c090b033-87c0-4342-b737-fa7289b6f976,3a03d432-d849-417d-92e7-9a604187a096,67.0,5360a311-e081-4972-9215-26b5d9072f65,40aca8bb-da40-43ab-a111-e7fd17d8f56d,-21.0,4.52,CCCC(C)CCC
55,c090b033-87c0-4342-b737-fa7289b6f976,3a03d432-d849-417d-92e7-9a604187a096,67.0,5360a311-e081-4972-9215-26b5d9072f65,3be93dc8-1abd-4559-b147-a41046322b45,,4.52,CCCC(C)CCC
56,c090b033-87c0-4342-b737-fa7289b6f976,c33ebc5c-0935-4c6b-a489-f1404f88be22,33.0,5360a311-e081-4972-9215-26b5d9072f65,f6a97d54-9e01-4d65-95e6-35f89e576be6,,4.52,CCC(C)CCCC
57,c090b033-87c0-4342-b737-fa7289b6f976,c33ebc5c-0935-4c6b-a489-f1404f88be22,33.0,5360a311-e081-4972-9215-26b5d9072f65,7048c664-4839-495c-9c0f-d5ca629ed752,,4.52,CCC(C)CCCC
58,c090b033-87c0-4342-b737-fa7289b6f976,c33ebc5c-0935-4c6b-a489-f1404f88be22,33.0,5360a311-e081-4972-9215-26b5d9072f65,a2ee964b-f99b-4833-8bd0-81e25c398dbd,0.5,4.52,CCC(C)CCCC
59,c090b033-87c0-4342-b737-fa7289b6f976,3a03d432-d849-417d-92e7-9a604187a096,67.0,5360a311-e081-4972-9215-26b5d9072f65,fd593999-0c3f-4709-b586-b4b7fd914fd5,10.0,4.52,CCCC(C)CCC
60,c090b033-87c0-4342-b737-fa7289b6f976,c33ebc5c-0935-4c6b-a489-f1404f88be22,33.0,5360a311-e081-4972-9215-26b5d9072f65,fd593999-0c3f-4709-b586-b4b7fd914fd5,20.0,4.52,CCC(C)CCCC
61,c090b033-87c0-4342-b737-fa7289b6f976,c33ebc5c-0935-4c6b-a489-f1404f88be22,33.0,5360a311-e081-4972-9215-26b5d9072f65,5684368e-57ea-45d8-8ccc-8e367636e74a,,4.52,CCC(C)CCCC
62,c090b033-87c0-4342-b737-fa7289b6f976,3a03d432-d849-417d-92e7-9a604187a096,67.0,5360a311-e081-4972-9215-26b5d9072f65,5684368e-57ea-45d8-8ccc-8e367636e74a,,4.52,CCCC(C)CCC
63,c090b033-87c0-4342-b737-fa7289b6f976,3a03d432-d849-417d-92e7-9a604187a096,67.0,5360a311-e081-4972-9215-26b5d9072f65,d1f1141b-c5ad-483f-956b-576b7e5d395a,21.13,4.52,CCCC(C)CCC
64,c090b033-87c0-4342-b737-fa7289b6f976,c33ebc5c-0935-4c6b-a489-f1404f88be22,33.0,5360a311-e081-4972-9215-26b5d9072f65,d1f1141b-c5ad-483f-956b-576b7e5d395a,22.195,4.52,CCC(C)CCCC
65,c090b033-87c0-4342-b737-fa7289b6f976,3a03d432-d849-417d-92e7-9a604187a096,67.0,5360a311-e081-4972-9215-26b5d9072f65,49eee9b1-54c3-47a3-9ae0-916ef4e4a89a,,4.52,CCCC(C)CCC
66,c090b033-87c0-4342-b737-fa7289b6f976,3a03d432-d849-417d-92e7-9a604187a096,67.0,5360a311-e081-4972-9215-26b5d9072f65,9e2166bd-d70c-4664-afd2-e2aa70c66e4d,,4.52,CCCC(C)CCC
67,c090b033-87c0-4342-b737-fa7289b6f976,c33ebc5c-0935-4c6b-a489-f1404f88be22,33.0,5360a311-e081-4972-9215-26b5d9072f65,9e2166bd-d70c-4664-afd2-e2aa70c66e4d,,4.52,CCC(C)CCCC
68,c090b033-87c0-4342-b737-fa7289b6f976,c33ebc5c-0935-4c6b-a489-f1404f88be22,33.0,5360a311-e081-4972-9215-26b5d9072f65,c959403c-1dfc-454c-acdc-d1d64ae5dc2c,,4.52,CCC(C)CCCC
69,c090b033-87c0-4342-b737-fa7289b6f976,3a03d432-d849-417d-92e7-9a604187a096,67.0,5360a311-e081-4972-9215-26b5d9072f65,c959403c-1dfc-454c-acdc-d1d64ae5dc2c,,4.52,CCCC(C)CCC
70,c090b033-87c0-4342-b737-fa7289b6f976,3a03d432-d849-417d-92e7-9a604187a096,67.0,5360a311-e081-4972-9215-26b5d9072f65,a4627ef2-a5b5-4750-a69b-b961b780a03a,,4.52,CCCC(C)CCC
71,c090b033-87c0-4342-b737-fa7289b6f976,c33ebc5c-0935-4c6b-a489-f1404f88be22,33.0,5360a311-e081-4972-9215-26b5d9072f65,86c030ba-a2b7-467b-b88a-ba1e3fde0450,,4.52,CCC(C)CCCC
72,c090b033-87c0-4342-b737-fa7289b6f976,3a03d432-d849-417d-92e7-9a604187a096,67.0,5360a311-e081-4972-9215-26b5d9072f65,86c030ba-a2b7-467b-b88a-ba1e3fde0450,,4.52,CCCC(C)CCC
73,c090b033-87c0-4342-b737-fa7289b6f976,3a03d432-d849-417d-92e7-9a604187a096,67.0,5360a311-e081-4972-9215-26b5d9072f65,7e204cba-e46d-4193-bceb-44a7980c2f4f,953.0,4.52,CCCC(C)CCC
74,c090b033-87c0-4342-b737-fa7289b6f976,c33ebc5c-0935-4c6b-a489-f1404f88be22,33.0,5360a311-e081-4972-9215-26b5d9072f65,7e204cba-e46d-4193-bceb-44a7980c2f4f,1307.5,4.52,CCC(C)CCCC
75,c090b033-87c0-4342-b737-fa7289b6f976,c33ebc5c-0935-4c6b-a489-f1404f88be22,33.0,5360a311-e081-4972-9215-26b5d9072f65,c6f0c926-1031-4552-9e34-2df62494295b,,4.52,CCC(C)CCCC
76,c090b033-87c0-4342-b737-fa7289b6f976,3a03d432-d849-417d-92e7-9a604187a096,67.0,5360a311-e081-4972-9215-26b5d9072f65,c6f0c926-1031-4552-9e34-2df62494295b,,4.52,CCCC(C)CCC
77,c090b033-87c0-4342-b737-fa7289b6f976,3a03d432-d849-417d-92e7-9a604187a096,67.0,5360a311-e081-4972-9215-26b5d9072f65,Температура вспышки в открытом тигле,,4.52,CCCC(C)CCC
78,c090b033-87c0-4342-b737-fa7289b6f976,c33ebc5c-0935-4c6b-a489-f1404f88be22,33.0,5360a311-e081-4972-9215-26b5d9072f65,Температура вспышки в открытом тигле,220.0,4.52,CCC(C)CCCC
79,c090b033-87c0-4342-b737-fa7289b6f976,c33ebc5c-0935-4c6b-a489-f1404f88be22,33.0,5360a311-e081-4972-9215-26b5d9072f65,0978239f-ddf9-4c9b-a7aa-908778ce43af,,4.52,CCC(C)CCCC
80,c090b033-87c0-4342-b737-fa7289b6f976,3a03d432-d849-417d-92e7-9a604187a096,67.0,5360a311-e081-4972-9215-26b5d9072f65,0978239f-ddf9-4c9b-a7aa-908778ce43af,,4.52,CCCC(C)CCC
81,c090b033-87c0-4342-b737-fa7289b6f976,c33ebc5c-0935-4c6b-a489-f1404f88be22,33.0,5360a311-e081-4972-9215-26b5d9072f65,a4627ef2-a5b5-4750-a69b-b961b780a03a,,4.52,CCC(C)CCCC
82,c090b033-87c0-4342-b737-fa7289b6f976,3a03d432-d849-417d-92e7-9a604187a096,67.0,5360a311-e081-4972-9215-26b5d9072f65,3f9974dd-8b3b-4b59-a2a1-5c722bf27f2f,,4.52,CCCC(C)CCC
83,c090b033-87c0-4342-b737-fa7289b6f976,c33ebc5c-0935-4c6b-a489-f1404f88be22,33.0,5360a311-e081-4972-9215-26b5d9072f65,3f9974dd-8b3b-4b59-a2a1-5c722bf27f2f,,4.52,CCC(C)CCCC
84,c090b033-87c0-4342-b737-fa7289b6f976,c33ebc5c-0935-4c6b-a489-f1404f88be22,33.0,5360a311-e081-4972-9215-26b5d9072f65,8682d4cc-c352-422b-a197-c05427cd518e,,4.52,CCC(C)CCCC
85,c090b033-87c0-4342-b737-fa7289b6f976,c33ebc5c-0935-4c6b-a489-f1404f88be22,33.0,5360a311-e081-4972-9215-26b5d9072f65,49eee9b1-54c3-47a3-9ae0-916ef4e4a89a,,4.52,CCC(C)CCCC
86,c090b033-87c0-4342-b737-fa7289b6f976,c33ebc5c-0935-4c6b-a489-f1404f88be22,33.0,5360a311-e081-4972-9215-26b5d9072f65,4e2a5367-84c9-4c07-abf5-f4faa3b81abf,60.0,4.52,CCC(C)CCCC
87,c090b033-87c0-4342-b737-fa7289b6f976,c33ebc5c-0935-4c6b-a489-f1404f88be22,33.0,5360a311-e081-4972-9215-26b5d9072f65,d4bc22ae-6679-4162-93df-bc83ab550e5b,,4.52,CCC(C)CCCC
88,c090b033-87c0-4342-b737-fa7289b6f976,3a03d432-d849-417d-92e7-9a604187a096,67.0,5360a311-e081-4972-9215-26b5d9072f65,6323b5a1-9b84-4927-81bb-36028413c7f2,14.0,4.52,CCCC(C)CCC
89,c090b033-87c0-4342-b737-fa7289b6f976,3a03d432-d849-417d-92e7-9a604187a096,67.0,5360a311-e081-4972-9215-26b5d9072f65,d4bc22ae-6679-4162-93df-bc83ab550e5b,,4.52,CCCC(C)CCC
90,c090b033-87c0-4342-b737-fa7289b6f976,c33ebc5c-0935-4c6b-a489-f1404f88be22,33.0,5360a311-e081-4972-9215-26b5d9072f65,b8039e27-bfc7-43b6-9954-3fe2804524d7,4614.0,4.52,CCC(C)CCCC
91,c090b033-87c0-4342-b737-fa7289b6f976,3a03d432-d849-417d-92e7-9a604187a096,67.0,5360a311-e081-4972-9215-26b5d9072f65,b8039e27-bfc7-43b6-9954-3fe2804524d7,2951.0,4.52,CCCC(C)CCC
92,c090b033-87c0-4342-b737-fa7289b6f976,3a03d432-d849-417d-92e7-9a604187a096,67.0,5360a311-e081-4972-9215-26b5d9072f65,7f448cab-b947-4e4f-b286-ae318cc5c844,,4.52,CCCC(C)CCC
93,c090b033-87c0-4342-b737-fa7289b6f976,c33ebc5c-0935-4c6b-a489-f1404f88be22,33.0,5360a311-e081-4972-9215-26b5d9072f65,7f448cab-b947-4e4f-b286-ae318cc5c844,,4.52,CCC(C)CCCC
94,c090b033-87c0-4342-b737-fa7289b6f976,c33ebc5c-0935-4c6b-a489-f1404f88be22,33.0,5360a311-e081-4972-9215-26b5d9072f65,461eb78a-a993-4984-9ede-67f00ef1c8e9,,4.52,CCC(C)CCCC
95,c090b033-87c0-4342-b737-fa7289b6f976,c33ebc5c-0935-4c6b-a489-f1404f88be22,33.0,5360a311-e081-4972-9215-26b5d9072f65,2031e493-4968-4efd-916a-d8e1906eb52b,0.0001,4.52,CCC(C)CCCC
96,c090b033-87c0-4342-b737-fa7289b6f976,3a03d432-d849-417d-92e7-9a604187a096,67.0,5360a311-e081-4972-9215-26b5d9072f65,2031e493-4968-4efd-916a-d8e1906eb52b,0.000125,4.52,CCCC(C)CCC
97,c090b033-87c0-4342-b737-fa7289b6f976,3a03d432-d849-417d-92e7-9a604187a096,67.0,5360a311-e081-4972-9215-26b5d9072f65,8494c0f8-5f65-4781-95c7-73cea62792c1,,4.52,CCCC(C)CCC
98,c090b033-87c0-4342-b737-fa7289b6f976,c33ebc5c-0935-4c6b-a489-f1404f88be22,33.0,5360a311-e081-4972-9215-26b5d9072f65,8494c0f8-5f65-4781-95c7-73cea62792c1,,4.52,CCC(C)CCCC
99,c090b033-87c0-4342-b737-fa7289b6f976,3a03d432-d849-417d-92e7-9a604187a096,67.0,5360a311-e081-4972-9215-26b5d9072f65,4e2a5367-84c9-4c07-abf5-f4faa3b81abf,40.0,4.52,CCCC(C)CCC
100,c090b033-87c0-4342-b737-fa7289b6f976,c33ebc5c-0935-4c6b-a489-f1404f88be22,33.0,5360a311-e081-4972-9215-26b5d9072f65,dab62856-f573-4597-9176-3caf6e3b1b39,0.0008,4.52,CCC(C)CCCC
101,c090b033-87c0-4342-b737-fa7289b6f976,3a03d432-d849-417d-92e7-9a604187a096,67.0,5360a311-e081-4972-9215-26b5d9072f65,dab62856-f573-4597-9176-3caf6e3b1b39,0.0007,4.52,CCCC(C)CCC
102,c090b033-87c0-4342-b737-fa7289b6f976,c33ebc5c-0935-4c6b-a489-f1404f88be22,33.0,5360a311-e081-4972-9215-26b5d9072f65,8bff034a-db4b-43d7-9e02-96f1b5bc1719,0.0001,4.52,CCC(C)CCCC
103,c090b033-87c0-4342-b737-fa7289b6f976,c33ebc5c-0935-4c6b-a489-f1404f88be22,33.0,5360a311-e081-4972-9215-26b5d9072f65,30241ac9-72df-4dc2-8d67-5ecbf5faaf58,,4.52,CCC(C)CCCC
104,c090b033-87c0-4342-b737-fa7289b6f976,c33ebc5c-0935-4c6b-a489-f1404f88be22,33.0,5360a311-e081-4972-9215-26b5d9072f65,6323b5a1-9b84-4927-81bb-36028413c7f2,14.15,4.52,CCC(C)CCCC
105,c090b033-87c0-4342-b737-fa7289b6f976,c33ebc5c-0935-4c6b-a489-f1404f88be22,33.0,5360a311-e081-4972-9215-26b5d9072f65,319c0358-263d-4152-bda8-6c2acc6c147f,,4.52,CCC(C)CCCC
106,c090b033-87c0-4342-b737-fa7289b6f976,3a03d432-d849-417d-92e7-9a604187a096,67.0,5360a311-e081-4972-9215-26b5d9072f65,319c0358-263d-4152-bda8-6c2acc6c147f,,4.52,CCCC(C)CCC
107,c090b033-87c0-4342-b737-fa7289b6f976,3a03d432-d849-417d-92e7-9a604187a096,67.0,5360a311-e081-4972-9215-26b5d9072f65,8bff034a-db4b-43d7-9e02-96f1b5bc1719,0.0001,4.52,CCCC(C)CCC
108,c090b033-87c0-4342-b737-fa7289b6f976,c33ebc5c-0935-4c6b-a489-f1404f88be22,33.0,5360a311-e081-4972-9215-26b5d9072f65,26227e39-6b18-4480-a85b-5b137838c8c3,,4.52,CCC(C)CCCC
109,c090b033-87c0-4342-b737-fa7289b6f976,3a03d432-d849-417d-92e7-9a604187a096,67.0,5360a311-e081-4972-9215-26b5d9072f65,26227e39-6b18-4480-a85b-5b137838c8c3,,4.52,CCCC(C)CCC
110,049685e8-5da0-4db6-8334-755ec1d86595,c33ebc5c-0935-4c6b-a489-f1404f88be22,38.0,5360a311-e081-4972-9215-26b5d9072f65,319c0358-263d-4152-bda8-6c2acc6c147f,,6.44,CCC(C)CCCC
111,049685e8-5da0-4db6-8334-755ec1d86595,c33ebc5c-0935-4c6b-a489-f1404f88be22,38.0,5360a311-e081-4972-9215-26b5d9072f65,c2fea5f1-695f-4822-a94c-bd73d609e439,778.5,6.44,CCC(C)CCCC
112,049685e8-5da0-4db6-8334-755ec1d86595,c33ebc5c-0935-4c6b-a489-f1404f88be22,38.0,5360a311-e081-4972-9215-26b5d9072f65,a2fc0f17-7e63-4ad2-8022-da4162abee53,2360.0,6.44,CCC(C)CCCC
